,Peak Samples,Peak Times,Burst Width,Burst Amp,Onset Times,Offset Times,PBI,IBI,Frequency,Period,Peaks,filename,Condition,run_seed,$G_{NaP}$ str
13702,1340660,67.033,1.1210124747282941,2.941748648486744,66.51050000000001,67.6315,7.863699999999994,8.98469999999999,0.11367511651699447,8.796999999999997,29.417486484867435,seed35-gnap05_con20_vars.pkl,Transient,35,0.5
13703,1516600,75.83,0.9273201712432434,4.282168430897862,75.4952,76.42255,7.679150000000007,8.60645000000001,0.11622231003463417,8.604200000000006,42.82168430897862,seed35-gnap05_con20_vars.pkl,DAMGO,35,0.5
13704,1688684,84.4342,0.9473380507991533,4.330504067218008,84.10170000000001,85.049,6.9830499999999915,7.930399999999992,0.1227151964363507,8.14895,43.30504067218009,seed35-gnap05_con20_vars.pkl,DAMGO,35,0.5
13705,1851663,92.58315,0.9686296996870195,3.675613417396633,92.0321,93.00070000000001,6.3035,7.2721500000000106,0.14278473060090946,7.003550000000004,36.75613417396633,seed35-gnap05_con20_vars.pkl,DAMGO,35,0.5
13706,1991734,99.58670000000001,0.6575571402809582,10.020606281695834,99.30425000000001,99.96180000000001,-0.7319999999999993,-0.0744499999999988,1.7543859649123017,0.5699999999999932,37.48482428253962,seed35-gnap05_con20_vars.pkl,DAMGO,35,0.5
13707,2003134,100.1567,1.8938492790711812,6.326447945726883,99.22975000000001,101.12360000000001,1.8276499999999913,3.721499999999992,0.30043111865526967,3.328550000000007,63.26447945726887,seed35-gnap05_con20_vars.pkl,DAMGO,35,0.5
13708,2069705,103.48525000000001,1.0115879058978405,4.295571067318043,102.95125,103.96285,1.9656999999999982,2.9772999999999996,0.3611216438257232,2.7691499999999962,42.01137676888294,seed35-gnap05_con20_vars.pkl,Transient,35,0.5
13709,2125088,106.2544,0.9377537276515039,4.7884667261923255,105.92855,106.86630000000001,1.8838499999999954,2.8216000000000037,0.35347554832894496,2.829049999999995,47.88466726192324,seed35-gnap05_con20_vars.pkl,Transient,35,0.5
13710,2181669,109.08345,0.9152646066350164,4.689575386134656,108.75015,109.6654,1.8556499999999971,2.7708999999999975,0.3577049649449125,2.7956000000000074,46.89575386134658,seed35-gnap05_con20_vars.pkl,Transient,35,0.5
13711,2237581,111.87905,0.9390344241500367,4.671271194205879,111.52105,112.46010000000001,1.85029999999999,2.7892999999999972,0.35918250062857,2.784099999999995,46.712711942058775,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
13712,2293263,114.66315,0.9356900806878461,4.660661582624549,114.3104,115.2461,1.8336999999999932,2.7694000000000045,0.36083497212549864,2.771349999999998,46.60661582624553,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
13713,2348690,117.4345,0.9449665557426866,4.668029714723872,117.0798,118.02475000000001,1.859499999999997,2.8044500000000028,0.35882162976784204,2.786900000000003,46.680297147238704,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
13714,2404428,120.2214,0.9173365302338032,4.659482376213788,119.8842,120.80155,1.8277499999999947,2.745049999999992,0.36201715961336617,2.762299999999996,46.59482376213789,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
13715,2459674,122.9837,0.9346852495140863,4.657296085838297,122.62925,123.56395,1.841149999999999,2.7758500000000055,0.35991937805931407,2.778400000000005,46.57296085838299,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
13716,2515242,125.7621,0.9579936772026588,4.662412122406714,125.40515,126.3631,1.8494499999999903,2.8074499999999887,0.3583972475091393,2.7901999999999987,46.62412122406718,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
13717,2571046,128.5523,0.9262454943371937,4.682368405531129,128.21255,129.1388,1.8250500000000045,2.7513000000000147,0.3621548211860584,2.7612499999999898,46.823684055311325,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
13718,2626271,131.31355,0.948322221336281,4.658231858171803,130.9639,131.9122,1.8309500000000014,2.7792499999999905,0.3591373520803004,2.784450000000021,46.582318581718056,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
13719,2681960,134.098,0.9437058720037574,4.6706079474635445,133.74315,134.68685,1.8369000000000142,2.780600000000021,0.35924701824974764,2.783600000000007,46.706079474635445,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
13720,2737632,136.88160000000002,0.9301336732477183,4.657984983144942,136.52375,137.45385000000002,1.8873499999999979,2.8174999999999955,0.3127883517617813,3.1970499999999906,46.57984983144944,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
13721,2801573,140.07865,1.7846091257676484,6.446951947709465,139.34120000000001,141.12585,1.2824999999999989,3.067099999999982,0.3876419738729306,2.5797000000000025,64.46951947709466,seed35-gnap05_con20_vars.pkl,Wash,35,0.5
