,Peak Samples,Peak Times,Burst Width,Burst Amp,Onset Times,Offset Times,PBI,IBI,Frequency,Period,Peaks,run_seed
13,769483,38.47415,0.9586310752006306,4.350542011593042,38.1362,39.09485,1.7910500000000056,2.7496500000000026,0.36329948593122746,2.7525499999999994,43.505420115930406,2
14,824534,41.2267,0.96015977489886,4.305867091215916,40.885850000000005,41.846050000000005,1.7804000000000002,2.740549999999999,0.3624304586557457,2.759149999999998,43.05867091215919,2
15,879717,43.98585,0.952886372814927,4.23126008411117,43.626400000000004,44.5793,1.8132499999999965,2.766149999999996,0.3649834844973259,2.739850000000004,42.31260084111169,2
16,934514,46.7257,0.9668600311992923,4.3049658999609335,46.3926,47.35945,1.8073499999999996,2.7742000000000004,0.3561190149748044,2.8080500000000015,43.049658999609335,2
17,990675,49.533750000000005,0.9518985089306429,4.228428850995627,49.16675,50.11865,1.818249999999999,2.770150000000001,0.3614675582866437,2.7665000000000006,42.284288509956276,2
18,1046005,52.300250000000005,0.952487948830385,4.269891335483948,51.9369,52.8894,1.826500000000003,2.7790000000000035,0.35980282805022856,2.779299999999999,42.698913354839476,2
19,1101591,55.079550000000005,0.9602119435874978,4.224912708672534,54.715900000000005,55.676100000000005,1.8217499999999944,2.781949999999995,0.35969282232973054,2.780149999999999,42.24912708672533,2
20,1157194,57.859700000000004,0.9600403322478058,4.271614908435289,57.4979,58.4579,1.8328500000000005,2.792900000000003,0.35693252190673325,2.801650000000002,42.716149084352914,2
21,1213227,60.661350000000006,0.9552319729267736,4.1881771349664305,60.290800000000004,61.246,1.8299999999999983,2.785249999999998,0.36123904994129935,2.7682499999999948,41.881771349664284,2
22,1268592,63.4296,0.9552681913113106,4.2252590478665155,63.07605,64.0313,1.80565,2.760950000000001,0.3600230414746544,2.7775999999999996,42.25259047866518,2
23,1324144,66.2072,0.9432777968769777,4.177174663833519,65.837,66.78025000000001,1.8286999999999978,2.7720000000000056,0.3635900885341869,2.7503499999999974,41.77174663833522,2
24,1379151,68.95755,0.9375711979846936,4.237760684546508,68.60895000000001,69.54650000000001,1.8555999999999955,2.793149999999997,0.35619512368875633,2.807450000000003,42.37760684546507,2
25,1435300,71.765,0.9509032003712841,4.22311761101146,71.4021,72.35300000000001,1.8486499999999921,2.7995499999999964,0.35898908673176305,2.7856000000000023,42.231176110114625,2
26,1491012,74.5506,0.9353874028172111,4.216247036479956,74.20165,75.13705,1.829499999999996,2.7648999999999972,0.3582046781530959,2.791700000000006,42.16247036479959,2
27,1546846,77.34230000000001,0.9457303659206839,4.131413807729224,76.9666,77.9123,1.8579500000000024,2.8037000000000063,0.35837798125683296,2.7903499999999894,41.31413807729224,2
28,1602653,80.13265,0.9681029602319934,4.165256519426471,79.77025,80.73835,1.8431500000000085,2.811250000000001,0.35373187124159733,2.8270000000000124,41.65256519426475,2
29,1659193,82.95965000000001,0.9532115201225272,4.104797143252128,82.58155000000001,83.53475,1.8545500000000033,2.8077499999999986,0.3572321651841547,2.799299999999988,41.04797143252132,2
