,Peak Samples,Peak Times,Burst Width,Burst Amp,Onset Times,Offset Times,PBI,IBI,Frequency,Period,Peaks,run_seed
0,64712,3.2356000000000003,1.4806502808921234,1.7397928009878854,2.69985,4.1805,1.4370000000000003,2.9176500000000005,0.3599452883161759,2.7782000000000004,13.773027337855897,1
1,120276,6.013800000000001,1.0150341356918893,3.6735676873080223,5.6175500000000005,6.63255,1.7379999999999995,2.753049999999999,0.36868398252437923,2.71235,36.73567687308024,1
2,174523,8.72615,1.0085338729109892,4.234493823233265,8.3706,9.379100000000001,1.7851999999999997,2.793750000000001,0.35898264318920176,2.7856500000000004,42.344938232332645,1
3,230236,11.511800000000001,1.003274266756013,4.276500988136732,11.16435,12.1676,1.7958499999999997,2.799149999999999,0.35571365051133846,2.8112499999999994,42.765009881367305,1
4,286461,14.32305,1.0237009456398316,4.295249527460982,13.96345,14.987150000000002,1.8446999999999978,2.8683999999999994,0.3484624096175623,2.8697500000000016,42.95249527460981,1
5,343856,17.192800000000002,1.0109749485691601,4.321373757006398,16.8319,17.842850000000002,1.8232,2.8342000000000027,0.3546602354943967,2.8195999999999977,43.213737570064026,1
6,400248,20.0124,0.9948372139701911,4.295855556561271,19.666050000000002,20.6609,1.803799999999999,2.7986499999999985,0.3548867911136345,2.817800000000002,42.9585555656127,1
7,456604,22.8302,0.9989697720412863,4.3175816677196295,22.4647,23.463700000000003,1.8710999999999984,2.870049999999999,0.347983435988447,2.8736999999999995,43.17581667719631,1
8,514078,25.7039,0.9995954408581457,4.33434161966111,25.3348,26.334400000000002,1.9147999999999996,2.9144000000000005,0.3438139279022191,2.9085500000000017,43.34341619661111,1
9,572249,28.612450000000003,1.0110785388838093,4.314904621553872,28.24915,29.260250000000003,1.8003500000000017,2.8114000000000026,0.3545722086302876,2.8202999999999996,43.14904621553873,1
10,628655,31.432750000000002,0.9864646264950804,4.253064402928764,31.060550000000003,32.047000000000004,1.8761999999999972,2.8626499999999986,0.35136417139544257,2.8460500000000017,42.53064402928766,1
11,685576,34.278800000000004,1.0052174294544385,4.278564296827355,33.9232,34.9284,1.7854499999999973,2.7906499999999994,0.35582123541132915,2.8104000000000013,42.78564296827354,1
12,741784,37.089200000000005,0.9982343500076212,4.17933417217283,36.7139,37.71215,1.8816500000000005,2.8798999999999992,0.34738505896861455,2.8786499999999933,41.793341721728325,1
13,799357,39.96785,1.0162673242762337,4.2007848966382895,39.5938,40.61005,1.9157500000000027,2.932050000000004,0.3421318233915523,2.922850000000004,42.00784896638291,1
14,857814,42.8907,1.0059146893713276,4.269305830264273,42.525800000000004,43.53175,1.794150000000002,2.800049999999999,0.3522180934434606,2.8391499999999965,42.693058302642726,1
15,914597,45.72985,1.0163951930981945,4.12131015886154,45.32585,46.34225,1.8860000000000028,2.9024,0.35066802258302054,2.851700000000001,40.99261625745487,1
16,971631,48.58155,0.9857057199618663,4.198290037373859,48.22825,49.213950000000004,1.7691000000000017,2.754800000000003,0.35520193229851166,2.8153000000000006,41.982900373738595,1
17,1027937,51.39685,0.9912125601140143,4.013104054881538,50.9831,51.9743,1.9117999999999995,2.9029999999999987,0.3478502852372338,2.8748000000000005,40.131040548815406,1
18,1085433,54.27165,1.0072672157305875,4.207011029568534,53.886050000000004,54.893350000000005,1.8590499999999963,2.8662999999999954,0.35090797438371785,2.8497500000000002,42.07011029568538,1
