,Peak Samples,Peak Times,Burst Width,Burst Amp,Onset Times,Offset Times,PBI,IBI,Frequency,Period,Peaks,run_seed
0,63749,3.18745,1.2993776964492945,3.5726795911683453,2.6858,3.9852000000000003,1.5928000000000004,2.8921500000000004,0.3312409943854651,3.0189500000000002,22.683740708875266,1
1,124128,6.2064,1.1809787188504002,3.316706044594582,5.578,6.7589500000000005,1.4665,2.6475,0.4001040270470323,2.4993499999999997,30.79925117034664,1
2,174115,8.70575,1.08664060030618,4.001911899041531,8.22545,9.312100000000001,1.5523999999999987,2.6389999999999993,0.3811992528494644,2.6233000000000004,36.40358367827497,1
3,226581,11.32905,1.1066999241099926,3.9946318903224736,10.86445,11.97115,1.5013500000000004,2.6080500000000004,0.3842902159711014,2.6022,37.09131283668228,1
4,278625,13.93125,1.110850143641673,3.97609188072952,13.47255,14.583400000000001,1.563550000000001,2.674400000000002,0.3671408903166589,2.723750000000001,36.56844454978294,1
5,333100,16.655,1.1233335779543034,4.0108800785002074,16.146900000000002,17.27025,1.5641999999999996,2.687549999999998,0.3852970640363718,2.5954000000000015,36.1727597860881,1
6,385008,19.250400000000003,1.0637912413502024,4.002920816410693,18.834500000000002,19.898300000000003,1.6524999999999999,2.7163000000000004,0.3628447024673444,2.7559999999999967,36.91370697269505,1
7,440128,22.0064,1.112356768961993,3.929639974468543,21.550800000000002,22.66315,1.5695000000000014,2.6818500000000007,0.381970970206264,2.618000000000002,36.055070325327,1
8,492488,24.6244,1.0230714884307004,3.946566905039255,24.23265,25.2557,1.5230999999999995,2.546150000000001,0.3794346423828495,2.6355000000000004,37.53904722343418,1
9,545198,27.259900000000002,1.0618897139754728,4.030550410966256,26.778750000000002,27.84065,1.4693000000000005,2.5311999999999983,0.3979545137990727,2.5128500000000003,36.42804176361291,1
10,595455,29.772750000000002,1.0613738928960346,3.958461836003231,29.30995,30.371350000000003,1.5398999999999994,2.6012500000000003,0.3884324807240383,2.574449999999999,36.81539109334547,1
11,646944,32.3472,1.062029796616279,3.9967793917311454,31.911250000000003,32.97325,1.526600000000002,2.5886500000000012,0.38562393953416585,2.593200000000003,36.773759023981626,1
12,698808,34.940400000000004,1.0757290202673875,3.9018863026052166,34.499900000000004,35.5756,1.5394000000000005,2.61515,0.38488184127472885,2.5981999999999985,35.56462786152533,1
13,750772,37.5386,1.0481750059616577,4.0215010105413285,37.115,38.1632,1.5309499999999971,2.579099999999997,0.37781471966147817,2.646799999999999,37.53458291593536,1
14,803708,40.1854,1.0901024177394634,3.772955545615215,39.6941,40.7842,1.5103500000000025,2.600450000000002,0.3942440370589389,2.5365000000000038,34.33638864014471,1
15,854438,42.721900000000005,1.0148710752262617,3.867268710812013,42.29455,43.309450000000005,1.6214999999999975,2.63635,0.3812355845294601,2.623049999999999,36.640179185219374,1
16,906899,45.344950000000004,1.0634108534274507,3.808239428831328,44.9309,45.9943,1.5206499999999963,2.5840499999999977,0.3784438389343029,2.642399999999995,35.15090357419424,1
17,959747,47.98735,1.0737528137567744,3.852902684458769,47.51495,48.588750000000005,1.570450000000001,2.644200000000005,0.3737968414166893,2.6752500000000055,36.281864277088175,1
18,1013252,50.662600000000005,1.0756690832990106,3.9311318319278037,50.159200000000006,51.23485,1.5403500000000037,2.6159999999999997,0.40106683778851754,2.4933499999999995,35.12925300765512,1
19,1063119,53.155950000000004,1.0302052835185198,3.9022986078312414,52.775200000000005,53.805400000000006,1.530850000000001,2.5610500000000016,0.3779432329264148,2.6458999999999975,37.62784203681397,1
20,1116037,55.80185,1.0509348693995622,3.832612075573639,55.33625,56.3872,1.567299999999996,2.618249999999996,0.39380931752845205,2.5393000000000043,34.649369289192265,1
21,1166823,58.341150000000006,1.0336928888533032,3.913988032744392,57.9545,58.988200000000006,1.566199999999995,2.599899999999998,0.3639142617999207,2.7478999999999942,37.164455462984336,1
22,1221781,61.08905,1.10636494160241,3.8614968088389006,60.55435,61.660700000000006,1.6382499999999993,2.7446000000000055,0.3735106263773201,2.6773000000000025,34.37430982698724,1
23,1275327,63.76635,1.0879248052865849,3.875657857993616,63.298950000000005,64.3869,1.5166499999999985,2.6045500000000033,0.3666293926784119,2.7275499999999937,35.99750542454595,1
24,1329878,66.4939,1.1501007579403582,3.566440888547696,65.90350000000001,67.0536,1.575249999999997,2.7253499999999917,0.3972589134968709,2.517250000000004,32.41626358590038,1
25,1380223,69.01115,1.0170097500433564,3.881785551670781,68.6289,69.6459,1.5165499999999952,2.5335500000000053,0.36591836361307806,2.732849999999999,36.71566771237225,1
26,1434880,71.744,1.1080980596297187,3.6435377306645087,71.16245,72.27055,1.6592500000000001,2.7673499999999933,0.3870493294370359,2.5836500000000058,33.45048922138275,1
27,1486553,74.32765,1.0601728918720155,3.8812916387140888,73.92975,74.98995000000001,1.5237499999999926,2.5839,0.3560682938987706,2.8084499999999935,36.39007289164197,1
28,1542722,77.1361,1.123841594782495,3.6786064179258062,76.51365,77.6375,1.5970499999999959,2.7209000000000003,0.3892716727003777,2.5688999999999993,33.29521632309949,1
29,1594100,79.705,1.116132736833219,3.763113669407236,79.23455,80.3507,1.5731499999999983,2.689300000000003,0.353257029814892,2.8308000000000106,35.26298385278044,1
30,1650716,82.53580000000001,1.1199119493976935,3.4352997146929383,81.9239,83.0438,1.6151499999999999,2.7351000000000028,0.3825554705432302,2.61399999999999,31.295576543460378,1
31,1702996,85.1498,1.0759803592761397,3.8441649892948817,84.659,85.735,1.5562500000000057,2.632249999999999,0.3696516033638287,2.7052500000000066,36.86246201607838,1
32,1757101,87.85505,1.1490814857925522,3.565201185651656,87.2912,88.44030000000001,1.6098999999999961,2.7590000000000003,0.36249614847842204,2.758650000000003,32.37945724848588,1
33,1812274,90.61370000000001,1.117257715391391,3.6306407169992063,90.05025,91.1675,1.531800000000004,2.6491000000000042,0.3856388106899089,2.5930999999999926,32.88201495407351,1
34,1864136,93.2068,1.0572755275179981,3.5971070336115645,92.69930000000001,93.7566,1.6303999999999945,2.6876499999999908,0.3792188092529389,2.6370000000000005,32.93435635535654,1
35,1916876,95.8438,1.0194504709340515,3.7546484997382663,95.387,96.40645,1.6171999999999969,2.636650000000003,0.3684802034010712,2.713850000000008,35.7128952462348,1
36,1971153,98.55765000000001,1.0586934840877191,3.645353629604859,98.0236,99.0823,1.640650000000008,2.6993500000000097,0.37978769867644024,2.6330499999999972,32.49895258142365,1
37,2023814,101.1907,1.1068964429341024,3.7690764994180057,100.72295000000001,101.82985000000001,1.6041000000000025,2.7109999999999985,0.34960145434205026,2.8603999999999985,36.06675765257857,1
38,2081022,104.0511,1.072754887933517,3.362523903845741,103.43395000000001,104.50670000000001,1.5360999999999905,2.6088499999999897,0.3937395412934347,2.539749999999998,30.914633387691715,1
39,2131817,106.59085,1.1873613337300253,3.519248135900799,106.0428,107.23015000000001,1.665549999999996,2.8529000000000053,0.3287689247612311,3.041650000000004,32.68899743256209,1
40,2192650,109.63250000000001,1.197741977855703,3.3296739602521512,108.8957,110.09345,1.5754500000000036,2.773150000000001,0.37698861494382974,2.6525999999999925,30.673875569764256,1
41,2245702,112.2851,1.1457945227871185,3.5827279813880395,111.66885,112.81465,1.6174500000000052,2.7632499999999993,0.33841520161085514,2.9549500000000104,33.5892513255729,1
42,2304801,115.24005000000001,1.3157158884296893,3.3497430716556487,114.4321,115.74785,1.6760499999999894,2.991749999999996,0.3565253043834784,2.804850000000002,28.966354313264958,1
43,2360898,118.04490000000001,1.149702114253887,3.6058341509334753,117.42385,118.57355000000001,1.4962499999999892,2.645949999999999,0.3499501321061762,2.857549999999989,32.0674360712665,1
44,2418049,120.90245,1.3036027724544286,3.3670796414126833,120.0698,121.3734,1.6821500000000071,2.98575000000001,0.37998252080404166,2.6317000000000093,28.690904258007546,1
45,2470683,123.53415000000001,1.0303135815118674,3.6584772621723793,123.05555000000001,124.08585000000001,1.5085499999999996,2.5388499999999965,0.37392962644430483,2.674299999999988,32.72148232675533,1
46,2524169,126.20845,1.0624899508579635,3.536637556482855,125.59445000000001,126.65690000000001,1.6538500000000056,2.7163500000000056,0.3930276888006747,2.5443500000000085,29.93311275492512,1
47,2575056,128.7528,1.0425470176475822,3.69710138719584,128.31075,129.35330000000002,1.4905499999999847,2.5330999999999904,0.34221378094896027,2.922149999999988,34.95112068194743,1
48,2633499,131.67495,1.3173352154660505,3.0058110266697255,130.84390000000002,132.16125,1.725149999999985,3.0424999999999898,0.3635966985419759,2.75030000000001,27.022655226872494,1
49,2688505,134.42525,1.0959328457986703,3.5396320698300947,133.8864,134.9823,1.565100000000001,2.6610500000000172,0.346020761245673,2.890000000000015,32.15157390963545,1
50,2746305,137.31525000000002,1.333258123150142,3.14370300857561,136.5474,137.88065,1.6725000000000136,3.005750000000006,0.36924213052709415,2.7082499999999925,27.901912739351893,1
51,2800470,140.0235,0.9976165922109737,3.5336345607371804,139.55315000000002,140.55075,1.5717500000000086,2.569349999999986,0.35561877667141034,2.8119999999999834,32.206950810464676,1
52,2856710,142.8355,1.2142142552497563,3.3418972028622065,142.12255000000002,143.33675,1.5226499999999987,2.7368999999999915,0.35591621732244166,2.809650000000005,29.838079049797543,1
53,2912903,145.64515,1.2748680039284053,3.19068911563631,144.85945,146.1343,1.6063000000000045,2.8811500000000194,0.3675322050094622,2.720850000000013,27.044523147517133,1
54,2967320,148.366,1.125555948194489,3.6637938140185753,147.74055,148.86610000000002,1.2557499999999777,2.3812999999999818,0.366979210627717,2.724950000000007,29.83583857886356,1
55,3021819,151.09095000000002,1.6713930658567,1.962897431146036,150.1219,151.79330000000002,1.5660000000000025,3.237400000000008,0.3820658299425009,2.6173499999999876,11.782732179161371,1
56,3074166,153.7083,0.9613856761729578,3.7804547786005074,153.35930000000002,154.32065,1.641600000000011,2.6030000000000086,0.3549119818285067,2.8175999999999988,35.83732618729441,1
57,3130518,156.5259,1.0784335031551542,3.5311891144060006,155.9623,157.04070000000002,1.6356999999999857,2.7141499999999894,0.34651235316539125,2.8858999999999924,31.129974740582846,1
58,3188236,159.4118,1.1861419632247183,2.987058760188468,158.67645000000002,159.86255,1.605150000000009,2.7913000000000068,0.3842237719247673,2.6026500000000112,23.47896907643426,1
59,3240289,162.01445,1.1149891711421778,3.7673925141071543,161.4677,162.58270000000002,1.7825499999999863,2.8975499999999954,0.3363945234971571,2.9727000000000032,34.056168240682965,1
