,Peak Samples,Peak Times,Burst Width,Burst Amp,Onset Times,Offset Times,PBI,IBI,Frequency,Period,Peaks
0,62393,3.11965,1.476511403200034,1.2531401860513505,2.64265,4.1192,1.5182000000000002,2.9947000000000004,0.34786238564024075,2.8747,12.53140186051351
1,119887,5.99435,0.933787390912325,4.280950023876201,5.6374,6.5712,1.8184999999999993,2.752299999999999,0.3675457134981164,2.72075,42.80950023876199
2,174302,8.7151,0.9286736942825534,4.616709232682993,8.389700000000001,9.31835,1.8331,2.761800000000001,0.36108252541118263,2.769450000000001,46.167092326829966
3,229691,11.48455,0.9544811024763462,4.63227215848633,11.1515,12.10595,1.8609000000000009,2.8154000000000003,0.35504429177539903,2.8165499999999994,46.322721584863324
4,286022,14.3011,0.9509933153273044,4.605196395851799,13.9669,14.917900000000001,1.8612499999999983,2.812249999999999,0.35579591546289013,2.8106000000000027,46.05196395851803
5,342234,17.111700000000003,0.9419501274174836,4.603423312852392,16.7791,17.72105,1.8644999999999996,2.8064500000000017,0.35328823020261096,2.830549999999999,46.03423312852392
6,398845,19.94225,0.9439863940362004,4.601288029728337,19.58555,20.52955,1.8722999999999992,2.81625,0.3580251333643623,2.793099999999999,46.01288029728342
7,454707,22.73535,0.9421789395197353,4.574616069850151,22.4018,23.344,1.877600000000001,2.819749999999999,0.35429583702391476,2.8225000000000016,45.74616069850151
8,511157,25.557850000000002,0.9534626403561561,4.580480527812561,25.22155,26.175,1.8789000000000016,2.8323500000000017,0.35326950930865153,2.8307,45.804805278125606
9,567771,28.388550000000002,0.9514022485141119,4.557561422298534,28.053900000000002,29.005300000000002,1.8819499999999998,2.8333499999999994,0.35210647699864467,2.840049999999998,45.57561422298532
10,624572,31.2286,0.9430822810793121,4.5398468912279455,30.88725,31.830350000000003,1.8937999999999988,2.8368499999999983,0.3533256779436446,2.8302499999999995,45.39846891227949
11,681177,34.05885,0.926711753061763,4.5626713786650015,33.7241,34.650800000000004,1.8770999999999987,2.8038000000000025,0.35621415595055683,2.807300000000005,45.62671378665
12,737323,36.866150000000005,0.9313205416575308,4.530488196847543,36.527950000000004,37.459250000000004,1.8739999999999952,2.805349999999997,0.3558592220917407,2.8100999999999985,45.304881968475414
13,793525,39.67625,0.9303354754611559,4.512769445406946,39.3333,40.263600000000004,1.8628500000000017,2.793200000000006,0.35726407173862545,2.799050000000001,45.12769445406946
14,849506,42.475300000000004,0.9341825473767531,4.467240556192905,42.126450000000006,43.06065,1.884050000000002,2.8181999999999974,0.35553659360389694,2.812649999999998,44.6724055619291
15,905759,45.28795,0.9265646936894569,4.449058724349285,44.94465,45.87125,1.8789999999999978,2.8055499999999967,0.3568178979857625,2.8025500000000036,44.49058724349283
16,961810,48.090500000000006,0.9153529002253723,4.474089931782004,47.75025,48.665600000000005,1.8706999999999994,2.786050000000003,0.35914380117799194,2.784399999999998,44.740899317820045
17,1017498,50.874900000000004,0.9263254325559364,4.500203860863614,50.53625,51.4626,1.8661500000000046,2.7924500000000023,0.357206644043579,2.799500000000002,45.00203860863617
18,1073488,53.674400000000006,0.9277413848615136,4.4829076243057955,53.328700000000005,54.25645,1.8710999999999984,2.7988499999999945,0.35721940415803405,2.7993999999999986,44.82907624305798
19,1129476,56.473800000000004,0.9126706068539294,4.455634843447925,56.12755,57.04025,1.8653499999999994,2.778000000000006,0.3591373520803032,2.7844499999999996,44.556348434479254
20,1185165,59.258250000000004,0.9344498775246437,4.4351222464581,58.9056,59.840050000000005,1.8956499999999963,2.8300999999999945,0.3538570417551309,2.8260000000000005,44.35122246458098
21,1241685,62.084250000000004,0.9211704650257598,4.4123934480047495,61.73565,62.656850000000006,1.8894499999999965,2.810600000000001,0.3542393595352381,2.8229499999999987,44.123934480047524
22,1298144,64.9072,0.9197257567473455,4.4076915319934145,64.54625,65.46600000000001,1.881699999999995,2.801400000000001,0.35709821986537466,2.8003499999999946,44.07691531993415
23,1354151,67.70755,0.9309270237329184,4.372554331209237,67.3477,68.2786,1.8769000000000062,2.807850000000002,0.35579591546288947,2.810600000000008,43.72554331209241
24,1410363,70.51815,0.9206926238333225,4.359075701730603,70.1555,71.0762,1.9025000000000034,2.8232,0.35497497426431485,2.8170999999999964,43.59075701730603
25,1466705,73.33525,0.9169027302086703,4.352465549433944,72.9787,73.89565,1.8953500000000076,2.812250000000006,0.35374438430789973,2.826899999999995,43.524655494339434
26,1523243,76.16215,0.912024215029832,4.352836396564648,75.79095000000001,76.703,1.8965500000000048,2.8085499999999968,0.3551325532254899,2.8158500000000117,43.528363965646506
27,1579560,78.97800000000001,0.921130892405659,4.322346086906016,78.59955000000001,79.5207,1.8642499999999984,2.7853999999999957,0.3606397749607816,2.772849999999991,43.22346086906014
28,1635017,81.75085,0.9147001764938701,4.297844918780811,81.38495,82.29965,1.872950000000003,2.7876499999999993,0.3576026319553705,2.7964000000000055,42.978449187808124
29,1690945,84.54725,0.9194100561761065,4.266252382919873,84.1726,85.092,1.8901000000000039,2.8095,0.3565125938073756,2.804950000000005,42.662523829198776
30,1747044,87.35220000000001,0.918642605172121,4.257661610549356,86.9821,87.9007,1.8772500000000036,2.795900000000003,0.35726407173862634,2.799049999999994,42.57661610549354
31,1803025,90.15125,0.9112873803149909,4.2241510826361335,89.77795,90.68925,1.8611500000000092,2.7724000000000046,0.3617748674999547,2.7641500000000008,42.24151082636133
32,1858308,92.9154,0.9055192255159608,4.259635884235841,92.55040000000001,93.4559,1.8601500000000044,2.7656499999999937,0.3600165607617958,2.777649999999994,42.59635884235845
33,1913861,95.69305,0.8976065169035923,4.2527446948983965,95.316,96.21365,1.886650000000003,2.78425,0.35967341653778223,2.780300000000011,42.52744694898399
34,1969467,98.47335000000001,0.9197376350061037,4.216868089210941,98.1003,99.02000000000001,1.8852499999999992,2.805000000000007,0.35679880115602974,2.8026999999999873,42.16868089210944
35,2025521,101.27605,0.9085135249585728,4.184264952334225,100.90530000000001,101.8138,1.874900000000011,2.7834000000000003,0.3559985760056945,2.8090000000000117,41.84264952334227
36,2081701,104.08505000000001,0.9149974429103662,4.17497491597647,103.68870000000001,104.60365,1.8939500000000038,2.808949999999996,0.35759623808757623,2.796449999999993,41.7497491597647
37,2137630,106.8815,0.9137289799797815,4.172916530634346,106.49765000000001,107.41135,1.8967000000000098,2.810450000000003,0.3541578127213488,2.823599999999999,41.72916530634344
38,2194102,109.7051,0.9127934658559506,4.1640521283867,109.30810000000001,110.2209,1.8902500000000089,2.803049999999999,0.35835871707579176,2.7905000000000086,41.640521283867045
39,2249912,112.49560000000001,0.9045622437312035,4.124751742819143,112.11115000000001,113.01570000000001,1.8767500000000013,2.7813000000000017,0.3583972475091393,2.7901999999999987,41.24751742819143
40,2305716,115.28580000000001,0.9163632634525887,4.101815796541878,114.89240000000001,115.80875,1.8746500000000026,2.790999999999997,0.35573263135427463,2.811099999999996,41.018157965418766
41,2361938,118.0969,0.9232993532833178,4.049355853597646,117.6834,118.6067,1.8944500000000062,2.8177500000000038,0.35543549734311924,2.813450000000003,40.493558535976504
42,2418207,120.91035000000001,0.90795881407829,4.056891651084179,120.50115000000001,121.40910000000001,1.890199999999993,2.7981499999999926,0.3575195295042993,2.7970499999999987,40.56891651084181
43,2474148,123.7074,0.9206377446372295,4.036411978121102,123.2993,124.21995000000001,1.8933999999999997,2.814050000000009,0.3547734771348503,2.8186999999999927,40.36411978121102
44,2530522,126.5261,0.9155234121879563,3.993378569610904,126.11340000000001,127.02890000000001,1.8746499999999884,2.7901999999999845,0.3593309258161286,2.782950000000014,39.93378569610907
45,2586181,129.30905,0.9053727414245252,3.9785120309042483,128.9036,129.80895,1.8865000000000123,2.791850000000011,0.35838440311077635,2.790300000000002,39.785120309042505
46,2641987,132.09935000000002,0.9053211732358672,3.9791574547656765,131.6954,132.60075,1.855799999999988,2.761099999999999,0.360431797293157,2.7744500000000016,39.791574547656765
47,2697476,134.87380000000002,0.9147250514068641,4.007815377689468,134.4565,135.37125,1.8719499999999982,2.7866500000000087,0.35850646207898096,2.7893499999999847,40.07815377689468
48,2753263,137.66315,0.9160396766715684,3.96865514650883,137.24315,138.1592,1.8670000000000186,2.783050000000003,0.35808282455731894,2.792650000000009,39.686551465088286
49,2809116,140.4558,0.9180247645897093,3.9248285114569583,140.02625,140.94425,1.8973000000000013,2.8152999999999793,0.3540449637103912,2.8245000000000005,39.24828511456957
50,2865606,143.2803,0.9207058833019576,3.9355804670533914,142.84155,143.76225,1.8936000000000206,2.814350000000019,0.3558592220917398,2.8101000000000056,39.355804670533956
51,2921808,146.09040000000002,0.9265280937869103,3.9508096119704987,145.65585000000002,146.5824,1.8755499999999756,2.80204999999998,0.35788418867654564,2.7941999999999894,39.50809611970503
52,2977692,148.8846,0.9235096753481078,3.8737240143250062,148.45795,149.38145,1.8846499999999935,2.808150000000012,0.352584443974333,2.836199999999991,38.73724014325005
53,3034416,151.7208,0.9386010041161208,3.8744509859747325,151.2661,152.2047,1.890749999999997,2.829350000000005,0.3541954450465745,2.8233000000000175,38.7445098597473
54,3090882,154.54410000000001,0.9299584125368391,3.8123399185079734,154.09545,155.02540000000002,1.8740499999999827,2.8040499999999895,0.3552713384847673,2.8147500000000036,38.123399185079755
55,3147177,157.35885000000002,0.9334068763783435,3.8002104908249663,156.89950000000002,157.8329,1.8868999999999971,2.820300000000003,0.3536067892503532,2.828000000000003,38.00210490824965
56,3203737,160.18685000000002,0.9417039355053334,3.799953112310739,159.71980000000002,160.66150000000002,1.8898499999999956,2.831549999999993,0.35140738658326676,2.8456999999999937,37.99953112310738
57,3260651,163.03255000000001,0.9710574001846836,3.7631512998076815,162.5513,163.52235000000002,1.882899999999978,2.8539499999999975,0.34997462683955455,2.8573499999999967,37.63151299807686
